team_wicket_loss_average,team_count_50runs_last15,team_winp_last5,team_bowler_performance_ratio,team_strike_rate,team_avg_wicket,team_batting_strength,team_win_rate_at_venue,team_batsman_performance_index,team_overall_win_rate,team_recent_form,team_momentum,team_batsman_performance_recent,team_batsman_runs_recent,team_pom_frequency,team_count_100runs_ratio_last15,team_avg_wickets_top5_bowlers,team_win_percentage_fielding_first,team_avg_win_margin_runs,team_winp_venue,team_avg_runs_1st_inning,team_SR,team_avg,team_avg_wkt,team_avg_eco,team_avg_score_ground_ratio,avg_score_ground_batting_first_ratio,match_experience_score_ratio,boundary_frequency_ratio,avg_runs_powerplay_ratio,total_wickets_bowlers_recent_ratio,total_runs_top_batsmen_recent_ratio,total_runs_top_batsmen_ratio,winner_01
-1.3687848886230567,1.2107877304814354,0.6721311475409836,1.2445283440841006,2.1484378801502024,1.2388066606243493,1.1730885549078327,0.7071067811865477,1.9723080992067792,-0.0834746557498,-0.3638833882910012,-0.46781691578632295,0.11273219978424089,1.1783719297896629,-5.199337582605575,0.1460983904730631,-1.2025650806898265,0.06091669383022635,0.2940189798659748,0.02912017737830798,0.4095400807701719,-0.18938703966715795,-0.31343005815081,-1.3565095336619946,-0.5544185647643372,-0.1047443497539369,0.04633758536303539,1.3687848886230636,0.7381862665986678,0.11539639050665339,1.3166320651856434,1.1783719297896629,1.4780756171481682,1
-1.0412005706004483,0.5646179031088845,1.9523809523809523,-0.46191902878407987,-1.112080628926382,-0.5216691049603462,-0.09144584966560788,1.4901161193847656e-08,-1.107181609353163,0.8545154912301893,1.0619050878951908,1.0010764225868496,-0.8059450199402315,-0.08878816438580167,0.5739555394214534,0.559967532145725,-1.0343975065875701,0.6571450640850502,0.9988944420426609,-0.3023206959462228,0.23988685158810363,-0.9745016480531374,-0.7039732482839409,-0.31360512814604125,-0.28564091746218484,0.19174639037136837,0.41673214407569426,0.975199203353025,-0.5959414205278533,0.24733851831047654,-0.8932933363047476,-0.08878816438580167,1.107181609353163,0
0.48560968528572973,-0.2323555377849488,0.6721311475409836,0.6150181008365673,-0.49755716941950573,0.3525940225918362,-0.03574095710330531,1.4901161193847656e-08,-0.36954541997626933,-0.6670317582283121,-0.3638833882910012,-0.42106661179961674,-0.395174875734651,-0.03574095710330531,-0.9751992033530245,-0.5646179031088847,0.9131941435743723,-0.8059450199402315,-0.2912562662276215,-0.11672879190116547,-0.6177131861324279,-0.27373222111277634,-0.17711184808366004,0.6397557254698306,-0.17208638576002103,0.3497787447799543,-0.41817609287268104,-1.494045700790862,-0.2446103055835106,-0.47077196007200484,0.6182192321204786,-0.03574095710330531,-1.396317865573788,0
0.0039703825665596965,1.432295976440986,1.975609756097561,-0.48560968528572995,1.1626188964852329,-0.527744223828465,1.285774857524521,1.4901161193847656e-08,0.7627412238436015,0.324562591110576,0.5353656423551317,0.5491633588893747,1.009852426941148,1.291848213248862,-0.47373112101003434,-0.15412913068777337,-0.6937222836196569,-0.07816350285676064,0.24188391231567694,0.2596386041339742,0.9243692132940537,1.8575789909747107,1.910666678199366,-0.011583295175348281,-0.5317956503994035,0.2747257751281489,1.279748561620487,-0.4531021534280985,0.37521932371188016,0.9131941435743723,-0.40664859102835943,1.291848213248862,-0.22013556722856728,0
1.58956709896031,-0.2940189798659748,1.3278688524590163,0.3667129345929153,0.2228482126776707,0.04103869520728522,-0.0808187943322255,1.0,0.22556249893811972,-0.7381862665986577,-0.5020557580516631,-0.2692324739297572,0.4443203615749983,0.20659618798023183,0.2940189798659748,0.1460983904730631,-0.3809053328261342,-0.39088569013976104,-0.426858249592062,-0.3329442766165272,-0.5929453967936713,1.1756604761242835,-0.5528611572368473,-0.3654346737320104,0.20437199942317114,-0.7769809484649378,-0.846913576347365,-0.43557270316201013,-0.476694436071052,0.5216691049603461,0.06887419752430879,0.20659618798023183,-0.4619190287840815,1
-1.608578432568156,0.05693941950465073,1.0,1.9195857702454844,-1.0412005706004483,1.6588357652731232,0.631087820102066,1.0,0.3809053328261341,0.3544724268358435,1.0619050878951908,-0.11273219978424075,0.6903592105421602,0.6278609457355837,-0.7734063333081224,0.8412441113333172,1.0689085555026132,0.010587856844871416,0.14342359509463923,0.02912017737830798,-0.5660583045321155,-0.9878132530321534,0.324064137483207,0.22252784078520838,-1.5132920754307129,0.12606154131196953,0.3610567523698784,1.5187403032923783,0.42106661179961824,0.7312521823940151,0.9273426052834253,0.6278609457355837,0.4037751986463224,1
0.8972450459642076,-0.5584201006310174,1.4878048780487805,-0.5338388830353242,0.8972450459642138,-0.15278999749939215,-0.5338388830353242,1.4901161193847656e-08,0.48560968528572973,-0.48560968528572995,-0.22556249893811972,0.07816350285676343,-0.680316438228441,-0.5399534365489409,-0.16887839747029892,-0.3385450533991026,-0.5338388830353242,-0.1998408287164293,-0.36812880809846754,-0.8873917860817433,-1.757707416230165,1.027629047450607,-0.07001150040851471,0.42091936398423213,-1.0642188910717836,-1.4359970949666907,-0.8737401734796861,-0.11806140055586767,0.1903985521977851,-0.0092643341699107,-0.19579200600263238,-0.5399534365489409,0.01191139806697363,1
-1.1944229445482653,-0.13406975856589387,1.4878048780487805,0.24188391231567694,0.69035921054216,0.07816350285676037,1.0595821423340333,1.2247448713915892,-0.5833434906315169,0.9625024870684508,0.7055554694743322,0.9667174084791843,0.44724378645505014,1.0642337777574256,0.5338388830353317,0.1460983904730631,-0.47966194302985543,0.1207272493754389,0.6246405959084589,0.5522436748495478,1.4814942302971574,0.6803550650386974,-0.21639985980342355,1.154516638158784,-0.9093717372917097,-0.8545154912301897,0.8225378476808244,0.6571450640850495,0.47669443607105166,-0.09144584966560788,-0.18635710200414313,1.0642337777574256,0.8356015582010721,0
0.6086346507385584,-1.540050491008814,0.5061728395061729,1.1626188964852329,-2.074695297124229,0.6803164382284409,-1.7022892363273476,1.4901161193847656e-08,-1.9723080992067807,-0.2857374781467945,-0.7140685468212276,-0.4124054916748078,-1.6801659800431619,-1.6911241484031228,-5.199337582605575,-5.199337582605575,-0.3582329983103392,-0.7312521823940151,-0.6118232594265544,-0.5399534365489409,-1.8886536454727358,-2.144899679359676,-1.3644145106484118,0.7937620669222532,-1.1960264954863278,-1.9911671576760328,-1.725278488476018,-0.828119271209235,-1.7136706553918721,-1.4472201695845888,-0.28849577384497443,-1.6911241484031228,-1.5357324511353485,0
1.8003480247512635,-1.3620615598727717,0.5061728395061729,-1.102309019438394,-1.5104061907691582,-1.0254005380363898,-1.4322959764409866,1.4901161193847656e-08,-0.6637289915851685,-0.8815209815232375,-0.5020557580516631,-0.8356015582010746,-1.157431543282772,-1.4322959764409866,-0.7072539795081424,-0.7416666432697268,-0.49755716941950573,-0.8583350197472145,-0.3866036837112958,0.5171253797661696,-0.11137688792520763,-0.7247483282584054,-0.4702410406915557,-0.4176475919468831,-0.09025833912056351,-1.8717150221907375,-1.4780756171481688,-1.3687848886230567,-1.279748561620487,-1.2678334204168853,-0.6769840872375988,-1.4322959764409866,-1.2052969123468864,1
