match id,team1,team1_id,team1_roster_ids,team2,team2_id,team2_roster_ids,winner,winner_id,toss winner,toss decision,venue,city,match_dt,lighting,series_name,season,ground_id,team_count_50runs_last15,team_winp_last5,team1only_avg_runs_last15,team1_winp_team2_last15,ground_avg_runs_last15,Career_Runs_Team1,Career_Runs_Team2,Career_Fours_Team1,Career_Fours_Team2,Career_Team1_Strike_rate,Career_AVG_Team1,Career_AVG_Team2,Career_Strike_rate_Team2,Career_Sixes_Team1,Career_Sixes_Team2,AVG_Runs_Team1_last_15,AVG_Runs_Team2_last_15,AVG_SR_Team1_last_15,AVG_SR_Team2_last_15,AVG_Team1_Batting1st,AVG_Team2_Batting1st,AVG_Team1_Batting2nd,AVG_Team2_Batting2nd,Strike_Team1_Batting1st,Strike_Team2_Batting1st,Strike_Team1_Batting2nd,Strike_Team2_Batting2nd,Carrer_runs_Team1_Batting1st,Carrer_runs_Team2_Batting1st,Carrer_runs_Team1_Batting2nd,Carrer_runs_Team2_Batting2nd,AVG_Team1_Batting1st_recent,AVG_Team2_Batting1st_recent,AVG_Team1_Batting2nd_recent,AVG_Team2_Batting2nd_recent,Strike_Team1_Batting1st_recent,Strike_Team2_Batting1st_recent,Strike_Team1_Batting2nd_recent,Strike_Team2_Batting2nd_recent
9331181,Ba,11283,9373356.0:7857520.0:4232164.0:4566540.0:3299407.0:232000.0:7883504.0:8725723.0:7878989.0:2526390.0:8725730.0:4017523.0,Hl Ph,12634,3500958.0:4231751.0:2735081.0:2035102.0:3698337.0:5058192.0:6844718.0:4566526.0:6596582.0:4161975.0:7952804.0:8465057.0,Hl Ph,12634,Hl Ph,field,Hr Ct Sm Ie,Indore,2022-10-20,day/night match,Sd Mq Ai Ty,2022/23,7398,1.6666666666666667,0.6721311475409836,139.0,100.0,157.17857142857142,239.8,161.33333333333334,20.2,14.666666666666666,91.07133070489844,15.261744324970133,14.805128205128206,85.13252136752138,10.8,4.333333333333333,14.84,14.805128205128206,90.0158,85.13252136752136,11.3875,12.811447811447811,16.2465034965035,43.25,75.06602777777779,86.49892255892256,85.85523776223776,105.3175,133.6,121.66666666666667,107.8,59.5,13.333333333333332,12.811447811447811,16.2465034965035,43.25,91.97004166666666,86.49892255892256,85.85523776223776,105.3175
8797060,Ed,20,2089079.0:6139370.0:2076192.0:62432.0:2083409.0:172199.0:2022957.0:1482998.0:1711492.0:4507208.0:3231437.0,Wt Is,41,4690258.0:4069666.0:4230127.0:1942317.0:1613926.0:2740408.0:4739552.0:5744850.0:4690104.0:3715697.0:3468870.0,Ed,20,Wt Is,field,Kn Ol Bn Bs,Bridgetown,2022-01-23,day/night match,Ed tr of Wt Is,2021/22,1406,1.2857142857142858,1.9523809523809523,156.0,50.0,103.5,928.2,517.8,93.2,32.8,132.42810463892872,24.90725956014335,20.106013940459903,131.58159243697477,32.8,35.2,20.440000000000005,20.18,130.98393333333334,134.19636666666665,23.905939849624062,20.531630434782606,27.299895104895107,23.2315037593985,142.2404505602241,122.24466998327759,127.49652115384617,149.11840789473686,450.8,247.2,497.8,270.6,22.906666666666666,21.556666666666665,26.52848484848485,24.05238095238095,143.23285,128.06247179487178,127.62526666666668,150.85873333333333
9433269,We,10576,3298427.0:2288789.0:7773338.0:3519011.0:3681957.0:7671313.0:5320118.0:2922611.0:7184232.0:7661996.0:6240632.0,Ne,8987,4003390.0:1749075.0:1626526.0:4172447.0:5516720.0:7328110.0:125915.0:130437.0:7507303.0:4420828.0:5652828.0,We,10576,Ne,field,Tt Be Nm,Nottingham,2023-06-02,day/night match,Vy Bt,2023,251,0.8571428571428571,0.6721311475409836,173.26666666666668,0.0,154.33333333333334,532.2,1492.4,49.4,139.8,122.89522422723476,24.943333333333335,28.339438049377055,135.59453299701903,19.0,64.6,24.446666666666665,28.273333333333333,125.74546666666666,128.7404666666667,25.98,25.33221653878943,24.59535353535353,27.079985346759393,133.66767727272727,132.02690579710145,119.35531262626264,140.4366532597024,252.8,695.8,283.0,796.6,26.373333333333335,21.24666666666667,24.517575757575756,26.41589743589744,133.36568333333332,127.69493333333332,120.03706818181817,140.52566666666667
9587073,Ga An Ws,36084,8127230.0:4690328.0:4069666.0:7960847.0:4690188.0:4739580.0:4739552.0:5744850.0:2294823.0:9266102.0:284339.0,Bs Rs,36070,3462080.0:2436405.0:1798705.0:7550857.0:5742470.0:2740408.0:3575774.0:3200756.0:334963.0:6399210.0:6347494.0,Ga An Ws,36084,Ga An Ws,bat,Bn La Sm Ta Td,Tarouba,2023-09-10,day match,Cn Pr Le,2023,14300,2.1666666666666665,1.975609756097561,164.26666666666668,50.0,144.25,887.0,1115.8,64.8,81.4,142.8915896499125,23.650162520729687,21.603532856269425,123.81882564885855,53.4,66.8,27.866666666666667,19.013333333333332,151.58265714285716,129.0609333333333,22.71945811551702,21.93377171215881,23.609557226399332,20.316972639933162,137.12976996047433,128.5102523510645,148.01127724867723,124.69164629522524,529.8,589.2,361.6,526.6,23.418181818181818,22.803333333333335,24.518095238095235,18.59111111111111,145.87606666666667,137.3484,150.7406476190476,125.87399999999998
9516457,Pb Ks,30407,8127181.0:197658.0:4239038.0:2398346.0:5053082.0:4640824.0:5038046.0:8180500.0:2035102.0:3851518.0:7881845.0:7453697.0,Gt Ts,48341,1958683.0:7491224.0:8059029.0:4377610.0:2252452.0:2966879.0:5554254.0:4690230.0:3373285.0:3759846.0:6496482.0,Gt Ts,48341,Gt Ts,field,Pb Ct An IS Ba Sm Mi Ch,Chandigarh,2023-04-13,night match,In Pr Le,2023,7118,0.8181818181818182,1.3278688524590163,164.66666666666666,0.0,189.0,775.0,1133.8,64.4,95.6,148.1701616342512,24.957975068409855,25.751206293706296,120.18854178321678,36.6,45.6,24.866666666666664,26.71151515151515,138.65165714285712,117.89730909090909,22.33776418026418,26.49394736842105,29.524615384615384,24.6112987012987,141.83870476190475,120.85698107769421,160.7738,124.3168012605042,419.4,638.8,356.4,497.0,22.51076923076923,26.703333333333337,29.524615384615384,25.621904761904762,139.40247179487181,120.69853333333333,160.3672,124.05352380952381
9457412,Ka Ts,42573,393371.0:1594347.0:9470873.0:7960847.0:4403426.0:2614779.0:305143.0:4403503.0:4731628.0:2436356.0:2436776.0,Cm Cs,40424,7864009.0:4502392.0:6551978.0:2820957.0:2804122.0:3125506.0:8072056.0:7084972.0:2875354.0:6149268.0:393182.0,Cm Cs,40424,Cm Cs,field,Se Ba Nl Sm Mr,Dhaka,2023-01-09,night match,Bh Pr Le,2022/23,14188,1.0,1.0,158.44444444444446,50.0,147.93333333333334,337.0,300.6,28.4,25.2,103.32897280701755,21.086528822055136,18.690354609929077,118.78099574468085,18.2,10.2,20.592142857142857,19.486666666666665,100.04881666666667,120.38586666666666,21.238095238095237,15.657142857142855,19.44282051282051,20.008452950558212,110.9987509157509,124.35233333333333,102.42426923076923,115.56201754385965,222.0,149.6,130.0,154.6,20.47809523809524,16.856666666666666,19.44282051282051,19.937575757575754,106.84670476190475,127.37273333333333,102.42426923076923,115.70846666666667
9292548,Aa,27,7537004.0:37351.0:1870357.0:2275195.0:4635658.0:6249256.0:1611364.0:5788320.0:3429236.0:2656541.0:2018001.0,Ia,55,2954769.0:238727.0:1776627.0:3125562.0:4377610.0:210328.0:3882850.0:2733380.0:2282125.0:4377694.0:3011735.0,Ia,55,Ia,field,Rv Gi Il Sm Ul Hd,Hyderabad,2022-09-25,night match,Aa tr of Ia,2022,13880,0.7,1.4878048780487805,141.4,50.0,,1328.6,1289.0,120.4,116.8,150.06124589311264,25.123740510697036,29.821584845414634,130.4930829787234,56.8,53.4,24.454358974358975,30.933333333333337,156.25321212121213,134.8792,27.76423058124671,31.975145446989767,25.934605734767025,26.41758672699849,151.79349826839825,131.5941541218638,154.05126263736264,131.13962952602952,697.8,830.4,630.8,479.0,27.543333333333333,36.57333333333334,29.95777777777778,25.98974358974359,152.5881,134.62813333333332,162.01288571428572,134.2837850815851
9271758,Ja Ks,47501,6818622.0:5490596.0:6551978.0:4403545.0:298612.0:1634611.0:3162487.0:8067002.0:7968225.0:8072056.0:4403573.0,Ge Gs,47494,6517118.0:4403531.0:4932864.0:2214792.0:7520344.0:3364234.0:1594319.0:305143.0:2270519.0:3008179.0:6686658.0,Ja Ks,47501,Ja Ks,bat,R Pa Sm Co,Colombo,2022-12-18,day match,La Pr Le,2022/23,7041,0.9090909090909092,1.4878048780487805,156.15384615384616,40.0,129.93333333333334,722.4,498.6,53.8,38.8,124.37894867132869,21.61342861816546,28.236249999999995,127.41674425675674,34.6,20.2,24.946666666666665,28.629999999999995,134.57940000000002,127.52606666666665,22.467270531400963,32.098684210526315,19.890476190476193,24.008424908424907,124.14841545893721,127.678169122807,120.21534981684981,132.28885164835165,434.2,321.4,305.8,204.8,25.096666666666668,32.97666666666667,19.105714285714285,23.21794871794872,130.15206666666668,130.32006666666666,119.5691402930403,130.55822307692307
9331048,Hl Ph,12634,3500958.0:4231751.0:2735081.0:3698337.0:5058192.0:2035102.0:6844718.0:8228296.0:4566526.0:6596582.0:8465057.0:4161975.0,Sa,14860,9098571.0:227793.0:5977026.0:8442244.0:1663885.0:4192558.0:6698110.0:9009265.0:3691547.0:2733401.0:4141556.0:6785582.0,Hl Ph,12634,Sa,field,Hr Ct Sm Ie,Indore,2022-10-18,day/night match,Sd Mq Ai Ty,2022/23,7398,0.2727272727272727,0.5061728395061729,138.5,0.0,157.69230769230768,154.0,249.2,14.333333333333334,22.2,86.09657407407407,15.462962962962962,22.94733893557423,138.28483473389355,4.333333333333333,11.4,15.462962962962962,22.610476190476188,86.09657407407407,136.91001904761904,13.358333333333334,19.37611111111111,43.25,19.734285714285715,87.7331111111111,101.50307777777778,105.3175,145.69975714285715,114.33333333333333,163.2,59.5,86.0,13.358333333333334,24.22013888888889,43.25,19.734285714285715,87.7331111111111,126.87884722222222,105.3175,145.69975714285715
9123162,Id,216,2124002.0:2123974.0:7695666.0:6729862.0:6496412.0:2436251.0:3685100.0:2921680.0:2550414.0:6496482.0:8609684.0,Ia,55,3479860.0:5043310.0:3125562.0:4377610.0:210328.0:7422673.0:3882850.0:2282125.0:4859490.0:3011735.0:8725709.0,Ia,55,Ia,field,Te Ve Me Dn,Dublin,2022-06-26,day match,Ia tr of Id,2022,6831,0.3478260869565217,0.5061728395061729,154.26666666666668,0.0,148.5,465.8,930.4,44.2,94.2,113.12153156565655,21.823005050505053,27.310131234988916,135.33131456250484,20.4,34.8,21.084444444444443,31.52,112.00577777777778,148.58940952380948,25.429761904761907,29.83577229787756,19.895714285714284,22.76888888888889,111.64443333333334,134.59316831785344,114.51939264069263,141.44800303030303,203.8,647.6,270.0,296.2,25.429761904761907,32.373333333333335,19.84238095238095,22.76888888888889,111.64443333333334,136.6708,115.2486593073593,142.1937696969697
